"Permitir_Inmigrantes_Etnicos","Permitir_Inmigrantes_Pobres","Impacto_Economico_Inmigracion","Impacto_Cultural_Inmigracion","Impacto_Calidad_Vida_Inmigracion","Edad_Encuestado","Anios_Educacion_Completados","Satisfaccion_Ingresos_Hogar","Pais","Genero","Tipo_Domicilio","Rango_Edad","Region_Geografica","Nivel_Educacion_Agrupado"
2,3,4,3,5,41,16,1,"Austria","Female","Country village","Adultos Jóvenes (30-44)","Europa Occidental","Educación Técnica o Profesional"
4,4,2,2,2,76,14,2,"Austria","Male","Town or small city","Ancianos (75-90)","Europa Occidental","Educación Secundaria"
3,3,6,6,5,41,21,1,"Austria","Male","A big city","Adultos Jóvenes (30-44)","Europa Occidental","Educación Universitaria y Posgrado"
2,2,6,6,5,85,12,2,"Austria","Female","A big city","Ancianos (75-90)","Europa Occidental","Educación Secundaria"
3,3,4,6,3,21,13,3,"Austria","Male","A big city","Jóvenes (15-29)","Europa Occidental","Educación Secundaria"
3,2,6,7,4,76,11,1,"Austria","Male","Town or small city","Ancianos (75-90)","Europa Occidental","Educación Primaria"
3,3,5,3,2,76,10,2,"Austria","Female","Country village","Ancianos (75-90)","Europa Occidental","Educación Primaria"
1,1,8,6,7,66,19,1,"Austria","Female","A big city","Adultos Mayores (60-74)","Europa Occidental","Educación Universitaria y Posgrado"
2,2,10,5,5,84,11,2,"Austria","Male","A big city","Ancianos (75-90)","Europa Occidental","Educación Primaria"
2,2,6,6,6,89,10,1,"Austria","Female","Town or small city","Ancianos (75-90)","Europa Occidental","Educación Primaria"
2,2,5,7,5,33,16,1,"Austria","Female","A big city","Adultos Jóvenes (30-44)","Europa Occidental","Educación Técnica o Profesional"
4,2,5,5,5,28,10,2,"Austria","Female","Town or small city","Jóvenes (15-29)","Europa Occidental","Educación Primaria"
4,4,3,4,4,51,11,2,"Austria","Male","Town or small city","Adultos (45-59)","Europa Occidental","Educación Primaria"
2,2,6,6,5,37,13,2,"Austria","Male","Country village","Adultos Jóvenes (30-44)","Europa Occidental","Educación Secundaria"
3,3,9,8,9,76,8,2,"Austria","Female","Country village","Ancianos (75-90)","Europa Occidental","Educación Primaria"
2,2,5,5,4,69,12,2,"Austria","Male","Town or small city","Adultos Mayores (60-74)","Europa Occidental","Educación Secundaria"
4,4,0,0,0,82,8,2,"Austria","Male","Country village","Ancianos (75-90)","Europa Occidental","Educación Primaria"
2,2,7,6,7,64,12,1,"Austria","Female","Country village","Adultos Mayores (60-74)","Europa Occidental","Educación Secundaria"
3,3,6,5,5,25,10,3,"Austria","Female","A big city","Jóvenes (15-29)","Europa Occidental","Educación Primaria"
3,3,5,2,5,60,10,2,"Austria","Female","Country village","Adultos Mayores (60-74)","Europa Occidental","Educación Primaria"
3,3,5,2,5,74,4,2,"Austria","Female","Country village","Adultos Mayores (60-74)","Europa Occidental","Sin Educación Formal"
2,2,10,8,7,31,12,1,"Austria","Female","A big city","Adultos Jóvenes (30-44)","Europa Occidental","Educación Secundaria"
1,1,10,10,10,44,14,1,"Austria","Male","Country village","Adultos Jóvenes (30-44)","Europa Occidental","Educación Secundaria"
2,2,8,9,8,52,13,1,"Austria","Female","A big city","Adultos (45-59)","Europa Occidental","Educación Secundaria"
4,4,4,5,3,75,11,2,"Austria","Female","A big city","Ancianos (75-90)","Europa Occidental","Educación Primaria"
2,2,8,9,8,20,14,2,"Austria","Male","Town or small city","Jóvenes (15-29)","Europa Occidental","Educación Secundaria"
2,3,6,4,2,36,14,1,"Austria","Female","Town or small city","Adultos Jóvenes (30-44)","Europa Occidental","Educación Secundaria"
3,3,6,5,5,41,13,2,"Austria","Female","Town or small city","Adultos Jóvenes (30-44)","Europa Occidental","Educación Secundaria"
4,4,4,5,3,48,11,3,"Austria","Female","Town or small city","Adultos (45-59)","Europa Occidental","Educación Primaria"
2,2,7,7,7,30,12,2,"Austria","Female","Town or small city","Adultos Jóvenes (30-44)","Europa Occidental","Educación Secundaria"
2,2,8,6,4,58,11,2,"Austria","Female","Country village","Adultos (45-59)","Europa Occidental","Educación Primaria"
2,3,7,8,8,72,12,2,"Austria","Male","A big city","Adultos Mayores (60-74)","Europa Occidental","Educación Secundaria"
1,1,8,8,8,24,18,3,"Austria","Female","A big city","Jóvenes (15-29)","Europa Occidental","Educación Técnica o Profesional"
2,2,4,2,3,46,13,1,"Austria","Female","Country village","Adultos (45-59)","Europa Occidental","Educación Secundaria"
1,1,7,8,6,20,14,2,"Austria","Female","A big city","Jóvenes (15-29)","Europa Occidental","Educación Secundaria"
3,3,7,6,6,23,9,2,"Austria","Male","Suburbs or outskirts of big city","Jóvenes (15-29)","Europa Occidental","Educación Primaria"
3,3,1,1,1,24,12,2,"Austria","Female","A big city","Jóvenes (15-29)","Europa Occidental","Educación Secundaria"
2,2,6,5,5,72,8,2,"Austria","Female","Suburbs or outskirts of big city","Adultos Mayores (60-74)","Europa Occidental","Educación Primaria"
3,3,5,5,4,57,19,1,"Austria","Female","Country village","Adultos (45-59)","Europa Occidental","Educación Universitaria y Posgrado"
2,3,7,6,3,89,10,2,"Austria","Male","Country village","Ancianos (75-90)","Europa Occidental","Educación Primaria"
2,2,7,6,4,77,12,1,"Austria","Female","Suburbs or outskirts of big city","Ancianos (75-90)","Europa Occidental","Educación Secundaria"
3,3,1,1,2,90,11,1,"Austria","Female","Town or small city","Ancianos (75-90)","Europa Occidental","Educación Primaria"
3,3,5,7,3,79,8,2,"Austria","Female","Country village","Ancianos (75-90)","Europa Occidental","Educación Primaria"
3,3,6,5,6,40,12,2,"Austria","Female","Country village","Adultos Jóvenes (30-44)","Europa Occidental","Educación Secundaria"
1,1,8,10,9,28,18,1,"Austria","Female","A big city","Jóvenes (15-29)","Europa Occidental","Educación Técnica o Profesional"
3,3,7,6,4,64,13,2,"Austria","Female","Town or small city","Adultos Mayores (60-74)","Europa Occidental","Educación Secundaria"
3,3,5,5,5,15,8,1,"Austria","Female","Country village","Jóvenes (15-29)","Europa Occidental","Educación Primaria"
3,3,6,5,4,49,12,2,"Austria","Female","Town or small city","Adultos (45-59)","Europa Occidental","Educación Secundaria"
2,2,10,5,5,30,12,1,"Austria","Female","Country village","Adultos Jóvenes (30-44)","Europa Occidental","Educación Secundaria"
3,2,6,6,5,61,11,2,"Austria","Male","Town or small city","Adultos Mayores (60-74)","Europa Occidental","Educación Primaria"
4,4,3,0,0,76,8,2,"Austria","Female","Country village","Ancianos (75-90)","Europa Occidental","Educación Primaria"
2,2,4,4,5,53,13,1,"Austria","Female","Country village","Adultos (45-59)","Europa Occidental","Educación Secundaria"
4,4,2,3,2,30,9,2,"Austria","Female","A big city","Adultos Jóvenes (30-44)","Europa Occidental","Educación Primaria"
2,2,6,7,6,76,12,2,"Austria","Female","A big city","Ancianos (75-90)","Europa Occidental","Educación Secundaria"
3,3,7,2,2,29,12,2,"Austria","Male","Suburbs or outskirts of big city","Jóvenes (15-29)","Europa Occidental","Educación Secundaria"
3,3,4,2,4,72,10,1,"Austria","Female","Farm or home in countryside","Adultos Mayores (60-74)","Europa Occidental","Educación Primaria"
3,3,5,2,1,58,13,2,"Austria","Male","Town or small city","Adultos (45-59)","Europa Occidental","Educación Secundaria"
4,4,4,3,4,63,9,1,"Austria","Female","Town or small city","Adultos Mayores (60-74)","Europa Occidental","Educación Primaria"
4,4,2,3,2,57,14,1,"Austria","Male","Country village","Adultos (45-59)","Europa Occidental","Educación Secundaria"
2,2,5,5,5,57,9,2,"Austria","Male","Country village","Adultos (45-59)","Europa Occidental","Educación Primaria"
3,4,6,5,6,81,9,2,"Austria","Female","Country village","Ancianos (75-90)","Europa Occidental","Educación Primaria"
3,3,7,5,4,47,13,3,"Austria","Female","Town or small city","Adultos (45-59)","Europa Occidental","Educación Secundaria"
3,3,8,3,6,60,10,2,"Austria","Female","Country village","Adultos Mayores (60-74)","Europa Occidental","Educación Primaria"
3,3,5,3,3,72,14,2,"Austria","Male","A big city","Adultos Mayores (60-74)","Europa Occidental","Educación Secundaria"
1,1,9,8,6,42,12,1,"Austria","Female","A big city","Adultos Jóvenes (30-44)","Europa Occidental","Educación Secundaria"
2,3,8,7,7,54,25,1,"Austria","Male","Town or small city","Adultos (45-59)","Europa Occidental","Educación Universitaria y Posgrado"
3,3,4,7,5,35,20,1,"Austria","Female","A big city","Adultos Jóvenes (30-44)","Europa Occidental","Educación Universitaria y Posgrado"
2,3,7,5,4,65,11,2,"Austria","Female","Country village","Adultos Mayores (60-74)","Europa Occidental","Educación Primaria"
4,4,0,2,0,47,16,2,"Austria","Male","A big city","Adultos (45-59)","Europa Occidental","Educación Técnica o Profesional"
3,3,5,5,5,71,9,2,"Austria","Female","Farm or home in countryside","Adultos Mayores (60-74)","Europa Occidental","Educación Primaria"
4,4,2,1,2,43,16,1,"Austria","Male","A big city","Adultos Jóvenes (30-44)","Europa Occidental","Educación Técnica o Profesional"
4,4,5,5,5,74,14,2,"Austria","Male","Country village","Adultos Mayores (60-74)","Europa Occidental","Educación Secundaria"
3,3,5,5,5,56,12,1,"Austria","Male","Farm or home in countryside","Adultos (45-59)","Europa Occidental","Educación Secundaria"
4,4,6,3,3,40,12,2,"Austria","Male","Country village","Adultos Jóvenes (30-44)","Europa Occidental","Educación Secundaria"
2,3,5,5,1,48,13,1,"Austria","Male","Country village","Adultos (45-59)","Europa Occidental","Educación Secundaria"
3,3,6,4,3,70,12,2,"Austria","Female","Town or small city","Adultos Mayores (60-74)","Europa Occidental","Educación Secundaria"
1,1,8,8,8,22,15,1,"Austria","Female","A big city","Jóvenes (15-29)","Europa Occidental","Educación Técnica o Profesional"
2,2,7,3,4,60,15,1,"Austria","Male","Town or small city","Adultos Mayores (60-74)","Europa Occidental","Educación Técnica o Profesional"
4,4,3,3,3,54,9,2,"Austria","Female","A big city","Adultos (45-59)","Europa Occidental","Educación Primaria"
3,3,2,2,2,73,12,2,"Austria","Female","A big city","Adultos Mayores (60-74)","Europa Occidental","Educación Secundaria"
4,4,2,1,1,27,11,2,"Austria","Male","Town or small city","Jóvenes (15-29)","Europa Occidental","Educación Primaria"
2,2,6,5,4,82,13,2,"Austria","Male","A big city","Ancianos (75-90)","Europa Occidental","Educación Secundaria"
3,3,5,2,4,60,12,2,"Austria","Female","A big city","Adultos Mayores (60-74)","Europa Occidental","Educación Secundaria"
2,2,7,5,5,51,13,1,"Austria","Male","Suburbs or outskirts of big city","Adultos (45-59)","Europa Occidental","Educación Secundaria"
3,4,6,3,2,57,12,1,"Austria","Female","Country village","Adultos (45-59)","Europa Occidental","Educación Secundaria"
3,3,5,5,5,84,12,1,"Austria","Female","A big city","Ancianos (75-90)","Europa Occidental","Educación Secundaria"
4,4,3,2,2,71,12,1,"Austria","Female","Town or small city","Adultos Mayores (60-74)","Europa Occidental","Educación Secundaria"
3,3,5,3,2,79,12,2,"Austria","Male","Country village","Ancianos (75-90)","Europa Occidental","Educación Secundaria"
2,3,10,4,3,43,17,1,"Austria","Male","Town or small city","Adultos Jóvenes (30-44)","Europa Occidental","Educación Técnica o Profesional"
2,3,6,4,5,39,9,2,"Austria","Male","Town or small city","Adultos Jóvenes (30-44)","Europa Occidental","Educación Primaria"
3,3,6,5,3,75,14,1,"Austria","Female","Farm or home in countryside","Ancianos (75-90)","Europa Occidental","Educación Secundaria"
4,4,5,0,0,67,8,2,"Austria","Male","Town or small city","Adultos Mayores (60-74)","Europa Occidental","Educación Primaria"
2,2,10,7,0,33,15,1,"Austria","Male","A big city","Adultos Jóvenes (30-44)","Europa Occidental","Educación Técnica o Profesional"
4,4,4,0,0,51,12,4,"Austria","Male","Town or small city","Adultos (45-59)","Europa Occidental","Educación Secundaria"
2,3,4,3,4,74,11,2,"Austria","Male","Country village","Adultos Mayores (60-74)","Europa Occidental","Educación Primaria"
3,3,8,6,1,47,18,2,"Austria","Male","A big city","Adultos (45-59)","Europa Occidental","Educación Técnica o Profesional"
3,4,4,5,5,74,12,1,"Austria","Female","Country village","Adultos Mayores (60-74)","Europa Occidental","Educación Secundaria"
2,2,8,8,3,55,12,3,"Austria","Female","A big city","Adultos (45-59)","Europa Occidental","Educación Secundaria"
3,3,4,5,3,57,13,1,"Austria","Male","A big city","Adultos (45-59)","Europa Occidental","Educación Secundaria"
3,3,5,6,5,16,10,1,"Austria","Male","Country village","Jóvenes (15-29)","Europa Occidental","Educación Primaria"
2,4,7,4,5,74,15,2,"Austria","Male","Town or small city","Adultos Mayores (60-74)","Europa Occidental","Educación Técnica o Profesional"
2,2,8,8,5,67,12,2,"Austria","Male","Country village","Adultos Mayores (60-74)","Europa Occidental","Educación Secundaria"
2,4,8,6,5,60,12,2,"Austria","Male","Town or small city","Adultos Mayores (60-74)","Europa Occidental","Educación Secundaria"
2,3,5,4,3,61,11,2,"Austria","Male","Country village","Adultos Mayores (60-74)","Europa Occidental","Educación Primaria"
3,3,0,10,8,31,16,4,"Austria","Male","A big city","Adultos Jóvenes (30-44)","Europa Occidental","Educación Técnica o Profesional"
2,3,5,3,4,33,9,3,"Austria","Female","A big city","Adultos Jóvenes (30-44)","Europa Occidental","Educación Primaria"
3,2,7,5,2,42,15,1,"Austria","Male","Farm or home in countryside","Adultos Jóvenes (30-44)","Europa Occidental","Educación Técnica o Profesional"
3,4,5,6,4,72,12,2,"Austria","Female","A big city","Adultos Mayores (60-74)","Europa Occidental","Educación Secundaria"
2,2,5,6,5,56,12,1,"Austria","Female","Town or small city","Adultos (45-59)","Europa Occidental","Educación Secundaria"
4,4,3,4,3,48,13,2,"Austria","Female","A big city","Adultos (45-59)","Europa Occidental","Educación Secundaria"
2,2,7,8,6,29,12,3,"Austria","Female","A big city","Jóvenes (15-29)","Europa Occidental","Educación Secundaria"
2,2,7,8,8,52,12,2,"Austria","Male","Town or small city","Adultos (45-59)","Europa Occidental","Educación Secundaria"
2,2,8,7,6,37,13,3,"Austria","Female","Country village","Adultos Jóvenes (30-44)","Europa Occidental","Educación Secundaria"
2,3,6,6,3,62,12,2,"Austria","Male","Country village","Adultos Mayores (60-74)","Europa Occidental","Educación Secundaria"
2,3,8,6,8,27,15,2,"Austria","Female","Country village","Jóvenes (15-29)","Europa Occidental","Educación Técnica o Profesional"
1,1,7,3,7,67,15,2,"Austria","Male","Country village","Adultos Mayores (60-74)","Europa Occidental","Educación Técnica o Profesional"
2,3,10,10,8,70,10,3,"Austria","Male","Town or small city","Adultos Mayores (60-74)","Europa Occidental","Educación Primaria"
2,2,8,9,5,45,20,3,"Austria","Male","A big city","Adultos (45-59)","Europa Occidental","Educación Universitaria y Posgrado"
3,3,6,5,4,44,11,3,"Austria","Male","Country village","Adultos Jóvenes (30-44)","Europa Occidental","Educación Primaria"
3,2,6,6,7,52,14,1,"Austria","Female","Country village","Adultos (45-59)","Europa Occidental","Educación Secundaria"
2,2,6,7,4,59,13,2,"Austria","Female","A big city","Adultos (45-59)","Europa Occidental","Educación Secundaria"
2,3,8,8,8,33,12,2,"Austria","Female","Country village","Adultos Jóvenes (30-44)","Europa Occidental","Educación Secundaria"
3,3,5,4,5,33,9,2,"Austria","Male","A big city","Adultos Jóvenes (30-44)","Europa Occidental","Educación Primaria"
2,2,6,8,7,71,22,2,"Austria","Female","Country village","Adultos Mayores (60-74)","Europa Occidental","Educación Universitaria y Posgrado"
3,3,6,5,4,43,16,2,"Austria","Male","Town or small city","Adultos Jóvenes (30-44)","Europa Occidental","Educación Técnica o Profesional"
3,3,6,5,3,38,12,2,"Austria","Male","Country village","Adultos Jóvenes (30-44)","Europa Occidental","Educación Secundaria"
2,3,7,5,5,34,12,2,"Austria","Male","Town or small city","Adultos Jóvenes (30-44)","Europa Occidental","Educación Secundaria"
2,2,10,5,7,66,18,1,"Austria","Male","Town or small city","Adultos Mayores (60-74)","Europa Occidental","Educación Técnica o Profesional"
2,2,8,3,3,85,12,2,"Austria","Male","Country village","Ancianos (75-90)","Europa Occidental","Educación Secundaria"
2,2,7,6,5,60,11,1,"Austria","Female","Country village","Adultos Mayores (60-74)","Europa Occidental","Educación Primaria"
3,3,3,2,5,56,11,1,"Austria","Female","A big city","Adultos (45-59)","Europa Occidental","Educación Primaria"
3,3,6,8,3,28,12,2,"Austria","Female","A big city","Jóvenes (15-29)","Europa Occidental","Educación Secundaria"
3,4,8,3,4,49,15,2,"Austria","Female","Country village","Adultos (45-59)","Europa Occidental","Educación Técnica o Profesional"
3,4,3,2,3,26,18,3,"Austria","Female","Town or small city","Jóvenes (15-29)","Europa Occidental","Educación Técnica o Profesional"
3,4,7,5,4,48,13,2,"Austria","Male","Town or small city","Adultos (45-59)","Europa Occidental","Educación Secundaria"
3,3,7,5,5,75,14,1,"Austria","Male","Suburbs or outskirts of big city","Ancianos (75-90)","Europa Occidental","Educación Secundaria"
3,3,7,5,4,49,12,2,"Austria","Male","Town or small city","Adultos (45-59)","Europa Occidental","Educación Secundaria"
4,2,10,0,0,57,10,2,"Austria","Male","Suburbs or outskirts of big city","Adultos (45-59)","Europa Occidental","Educación Primaria"
3,4,5,5,5,23,11,2,"Austria","Male","Town or small city","Jóvenes (15-29)","Europa Occidental","Educación Primaria"
